Hour,Magnitude,#Events,Timestamp

11,2048,2048,Fri Mar 31 11:48:06 2017

11,2048,2048,Fri Mar 31 11:51:01 2017

11,2048,2048,Fri Mar 31 11:51:04 2017

11,2048,2048,Fri Mar 31 11:51:05 2017

11,2048,2048,Fri Mar 31 11:51:06 2017

11,2048,2048,Fri Mar 31 11:51:06 2017

11,2048,2048,Fri Mar 31 11:51:20 2017

11,2048,2048,Fri Mar 31 11:51:20 2017

